Text,Label
"[2025 Spring CMST 2060 for Sanela Elli Osmanovic] The Grand Master: Persuasive speech week, all up on Moodle

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"LSU Billing Statement for March 2025

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"LSU Spring 2025- Mid-semester Grades

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"LSU Athletics- Baseball vs Xavier Tonight

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"Fall 2025 SCHEDULING WILL BEGIN MONDAY MARCH 24- GET ADVISED BY YOUR DEPARTMENT!

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"ENGR Weekly - March 10, 2025

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"CSC 4351- Declaration Grammar Typo

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"I believe I just finished implementing all the grammar rules according to the C specification. However when trying to compile the project I get the following error:""Code too large"" Error

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"Here are the links to the presentation for our first lightning presentation on Thursday as well as the doc for our first paper draft due on Friday.

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"LSUPD phone service for campus phones has been restored.

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"LSUPD UPDATE - Officers have cleared the scene and opened the roadway for normal use.

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"[2025 Spring CSC 2362 for Daniel Donze] Door

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"[Instr Note] Lecture Slide Animations

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"Power Outage on Campus- The university is actively investigating the cause of the disruption.

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"[2024 Fall CLST 2101 for Albert Watanabe] final exam

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"[2024 Fall CSC 4243 for Andrew Webb] Final Product Report and Final Exam Period

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"Nathan: Complete Your Spring 2025 Fee Bill and Registration Today!

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"2024 Fall CSC 4330 for Luiz Fronchetti Dias: Important discussion tomorrow

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"You have submitted your assignment submission for Assignment: Refactoring a system with UML diagrams

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"Submission confirmation: REQUIRED: Unit 03c Moodle Quiz

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"Update on your LSU Communicator Certificate progress

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"Reminder: You need to send me your degree audit and signed senior checkout contract NO LATER THAN TOMORROW (FRIDAY).

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"[2024 Fall CSC 2700 for Ibrahim Baggili] Lab 3 Report Due Date

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"Urgent: Senior Checkout Contract - May 2025 Graduation

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"[2024 Fall CSC 4243 for Andrew Webb] Proposal presentations this week will be on Zoom

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"[2024 Fall GEOG 2051 for Kory Konsoer] Homework Extension

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"[CSC-4351] Final project submission

This is an official update from the LSU College of Engineering. Please review the detailed syllabus, important course announcements, and academic resources relevant to your program. Be sure to check Moodle for additional information and deadlines.

Sincerely,
Office of Academic Affairs
LSU College of Engineering
academics@lsu.edu",School
"“Project Manager”: Swooped - Project Manager and more

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Your job alert for system programmer. 2 new jobs in 70815 match your preferences.

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"HealthStream is hiring a Software Developer Intern

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"“System Engineer”: Lensa - Systems Engineer / Architect (REMOTE - TRAVEL) and more

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"New Job Matches: 3 Software Developer roles near you

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Handshake: 5 New Marketing Internships in your area

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"UX Designer: ZipRecruiter - Apply now to remote opportunities

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Your job alert for Cybersecurity Analyst. 4 new jobs posted today.

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Indeed: Machine Learning Engineer jobs matching your profile

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Handshake Alert: Last day to apply for Fall 2025 Internships!

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Hello, all. The Cardiovascular Institute of the South is looking for an IT Help Desk Technician.

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Hello, all. The Computer Science department is looking for engaging, teamwork-oriented, and hardworking undergraduates to work as a Peer Advisor.

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Welcome back from Spring Break! We have two big career events happening on campus this week that you will want to take full advantage of.

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"What's your dream career? Take the CareerTest today!

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Opportunity Knocks Career Fair | April 9 | 10 a.m. - 2 p.m. Student Union Ballroom

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"You're invited to an in-person career fair. Your school invited you to 2025 Spring Opportunity Knocks Career Fair.

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Your school invited you to 2025 Spring Business Networking Reception. Check out details below! Make sure to register, then sign up for sessions to get face time with employers.

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Discover a Military Career with the Active Duty U.S. Air Force

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Join the Career Center and CxC for an in-depth overview of how to write your personal statement for graduate/professional programs.

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"You're invited to learn on Coursera Career Academy!

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Due to the weather rolling in and safety being our top priority, the LSU Engineering Reception and the Career Expo have been postponed.

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Next week we host our largest recruiting event of the semester. We can't wait to see you at the LSU Career Expo, Thursday, September 12 from 11 a.m. - 4 p.m. in the Pete Maravich Assembly Center!

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"USMC- Career and Leadership Opportunity

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"LSU Olinde Career- Join us for the Virtual Biotech Networking Event!

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Reminder: Register for the Engineering Career Expo on April 18th to meet with 25+ recruiters from civil, mechanical, and electrical firms.

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"LSU Olinde Career- TOMORROW: Find On-Campus Jobs!

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Dear Students: Career Events Today for College of Engineering! Wednesday, April 12

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"[Jobs] ODP Internships Summer 2025

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Lisa Hibner- Engineering Jobs & Internships - May 23

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Engineering Internships Abroad Pop-Up Fair Tomorrow!

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Intralox Job and Internship Postings. Check out these job and internship opportunities with Intralox - apply now!!

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"The National Security Agency has released their internships for the year. There are many types of internships for many interests in Computer Science, Math and Cybersecurity.

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Engineering Jobs Update. Prepare for Fall Recruiting Events Now!!

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Engineering Internships Abroad Pop-Up Tomorrow from 1PM-3PM in the Capstone Gallery!

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"National Nuclear Security Admin - Internships Summer 2024

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"[Jobs] Aurora Hiring for Internships & Jobs - Computer Science

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Blue Cross Blue Shield of LA - Hiring Computer Science Interns

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"[Jobs] Internships at AI Startups - Apply Now!

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Applications are open now and we'll be making awards throughout the spring semester for Summer 2023 internships.

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Jump Start Your Job Search! College of Engineering Students - Join Us Next Week

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"[Jobs] Job openings for the CAE-CO Summer Program

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"[CSC-SOPHOMORES] [CSC-MAJORS] [Jobs] 22-23 Student Employment Opportunity at the Olinde Career Center

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"EXXONMOBIL DAY AT LSU - Today from 2:00 PM to 3:00 PM in the Union

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
"Tomorrow: Meet employers who support Diversity and Inclusion!

We are excited to share this opportunity as part of your professional development. This role or event could be a strong match for your background and interests. Be sure to prepare a resume tailored to the role and reach out if you need career advising or mock interviews.

Best regards,
Lauren Mitchell
Career Services Coordinator
LSU Olinde Career Center
careers@lsu.edu",Career
